austrian_form_south_german_confederation_title;The South German Confederation;La Confédération d'Allemagne du sud;Der Süddeutsche Bund;;La Confederación de Alemania del Sur;;;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_israel_desc;His Majesty's government view with favour the establishment in Palestine of a national home for the Jewish people, and will use their best endeavours to facilitate the achievement of this object...'\n\nSince we exert a significant influence in Judea and the Levant, the ancient birthplaces of the Jewish Nation, we can issue a declaration expressing our favorable attitude toward the establishment of a national home for the Jewish people there.;« Le gouvernement de Sa Majesté voit favorablement l’établissement en Palestine d’un territoire national pour le peuple juif, et mettra tout en œuvre pour faciliter la réalisation de cet objectif…\n\nDans la mesure où nous exerçons une influence non négligeable en Judée et au Levant, régions antiques qui virent la naissance de la nation juive, par cette déclaration, nous proclamons notre attitude favorable à l'établissement d'un territoire national pour le peuple juif dans cette région.;Ihrer Majestät Regierung sieht die Etablierung Palästinas als nationale Heimat des jüdischen Volkes wohlwollend, und wird ihr Möglichstes tun, um das Erreichen dieses Ziel zu fördern ...'\n\nDa wir in Judäa und der Levante, den uralten Geburtsstätten der jüdischen Nation, bedeutenden Einfluss haben, können wir unsere Befürwortung der dortigen Etablierung einer nationalen Heimat für das jüdische Volk deklarieren.;;El gobierno de Su Majestad ve con buenos ojos el establecimiento en Palestina de una patria para el pueblo judío y no escatimará esfuerzos para asegurarse de que se alcanza este objetivo...\n\nDada la influencia que ejercemos en Judea y el Levante, hogares ancestrales de la nación judía, podríamos emitir una declaración en la que se exprese nuestra actitud favorable al establecimiento allí de una patria para el pueblo judío.;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_italy_title;Avanti Italia!;Avanti Italia !;Avanti Italia!;;Avanti Italia!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_italy_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;Grâce à l'établissement d'une position dominante sur la péninsule italienne, nous formerons une patrie pour notre peuple en nous proclamant la force motrice d'un État italien unifié.;Durch die Absicherung einer dominanten Position auf der italienischen Halbinsel können wir unserem Volk eine nationale Heimat geben, indem wir uns als treibende Kraft für eine vereinigte italienische Nation proklamieren.;;Al establecer una posición dominante en la península italiana, podemos garantizarle a nuestro pueblo una patria nacional con fronteras seguras y convertirnos en el germen de un estado italiano unificado.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_laos_title;Form Laos;;;;;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;
form_laos_desc;We must unite the Lao people under a single flag-- ours.;;;;;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;
form_la_plata_title; restore the state of La Plata;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_la_plata_desc; Freed from colonial oppression, the Argentines were separated by the boundaries of several states because of the ambition of those in power, but today they are destined to again become one people, by which the La Plata will take its rightful place in the world.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_maghreb_title;Unite the Maghreb;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_maghreb_desc;The Maghrebi cultures of western Africa must be united under a single flag, an Arab nation mighty enough to shake the world order to its foundations.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_marathas_title;Form Marathas;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_marathas_desc;The Maratha Empire was once the greatest force upon the Indian subcontinent. The time has come for it to rise once more!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_marathas2_title;Form Marathas;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_marathas2_desc;The Maratha Empire was once the greatest force upon the Indian subcontinent. The time has come for it to rise once more!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_north_german_confederation_title;The North German Confederation;La Confédération d'Allemagne du nord;Der Norddeutsche Bund;;La Confederación de Alemania del Norte;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_north_german_confederation2_title;Call for German Unity;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_north_german_confederation_desc;While Germany was not united until the proclamation of the German Empire following the Franco-Prussian war, rising nationalism in the 19th century had meant that unification had been on the cards long before that, with the Frankfurt assembly of 1848 being an important forerunner. By achieving a dominant position among the North German states, we can form the North German Confederation.;Il fallut attendre la proclamation de l'Empire allemand qui suivit la guerre franco-allemande pour assister à l'unification de l'Allemagne. Pourtant, avec la montée du nationalisme au XIXe siècle, l'unification aurait été possible bien avant cela, comme en témoigne l'assemblée de Francfort de 1848. Dans les années 1860, la Prusse et l'Autriche, qui se disputaient la position dominante au sein d'une grande Allemagne, formèrent chacune leur propre confédération d'États allemands : les États du sud de l'Allemagne et la Confédération de l'Allemagne du nord. En nous imposant dans les États du nord, nous formerons la Confédération de l'Allemagne du nord.;Obwohl Deutschland bis zur Proklamation des Deutschen Kaiserreichs nach dem deutsch-französischen Krieg nicht geeint war, bedeutete der steigende Nationalismus des neunzehnten Jahrhunderts, dass eine Vereinigung schon seit langer Zeit geplant war. Ein wichtiges vorbereitendes Ereignis war die Frankfurter Nationalversammlung von 1848. Während der 1860er Jahre wetteiferten Preußen und Österreich, die beiden größten deutschsprachigen Mächte, hauptsächlich um die Vormachtstellung im Großdeutschen Reich. Jedes der beiden Länder gründete seine eigene Konföderation deutscher Staaten: Den Süddeutschen bzw. Norddeutschen Bund. Wenn wir uns eine dominierende Position unter den norddeutschen Staaten erarbeiten, können wir den Norddeutschen Bund gründen.;;Aunque Alemania no estuvo unida hasta la proclamación del Imperio Alemán tras la Guerra Franco-Prusiana, el creciente nacionalismo del siglo XIX supuso la unificación que se había estado barajando desde hacía largo tiempo, siendo el Parlamento de Fráncfort de 1848 un importante precursor. Al lograr una posición dominante en los estados del norte de Alemania, podemos formar la Confederación de Alemania del Norte.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_north_german_confederation2_desc;The conditions may be less than ideal, but in order to maintain national security and strive towards North German hegemony, we must approach our North German allies and create a confederation. Only with a united front, under a single flag, may we succeed!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_rajputana_title;Form Rajputana;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_rajputana_desc;We must unite the Rajput people under a single flag, to better resist the Imperialists from incursions into India.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_rajputana_outside_title;Form the Raj;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_rajputana_outside_desc;The Rajput states must be collected into a single state, one which will far better serve our needs as a stronger ally.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_saudi_arabia_title;Form Arabia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_saudi_arabia_desc;A united arab nation under our rule will make a strong and stable ally.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_scandinavia_title;För Brödrafolkens Väl!;För Brödrafolkens Väl !;För Brödrafolkens Väl!;;För Brödrafolkens Väl!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_scandinavia_desc;By reaching a dominant position in Scandinavia, we can unite the Scandinavian peoples under one banner. We must, in order to do this, have the entirety of the traditional Scandinavia either within our realm, or in our Sphere of Influence. For the good of the brother peoples!;Grâce à l'établissement d'une position dominante en Scandinavie, nous pourrons unir les Scandinaves sous une seule et même bannière. Pour cela, nous devons avoir l'intégralité de la Scandinavie traditionnelle au sein de notre royaume ou dans notre sphère d'influence. Pour le bien des peuples frères !;Durch die Absicherung einer dominanten Position in Skandinavien können wir die skandinavischen Völker unter einem Banner vereinigen. Um dies zu erreichen, müssen wir das gesamte Gebiet des traditionellen Skandinaviens entweder innerhalb unseres Reiches oder innerhalb unserer Einflusssphäre haben. Zum Wohle der Brudervölker!;;Al establecer una posición dominante en Escandinavia, podemos unir a todos los pueblos escandinavos bajo una sola bandera. Para conseguirlo, toda la Escandinavia tradicional debe quedar dentro de nuestro reino o en nuestra esfera de influencia. ¡Por el bien de los pueblos hermanos!;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_slavic_union_title;Form the Slavic Union;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_slavic_union_desc;We have reached a dominant position among our Slavic bretheren, and it is time to lead our people to a new age of glory under the flag of all Slavs.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_south_africa_title;Form South Africa;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
form_south_africa_desc;With the Cape Colony under our control we can form a true, united Boer republic-- one that at last will keep us from foreign domination and British rule.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
form_south_german_confederation_title;The South German Confederation;La Confédération d'Allemagne du sud;Der Süddeutsche Bund;;La Confederación de Alemania del Sur;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_south_german_confederation2_title;Call for German Unity;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_south_german_confederation_desc;While Germany was not united until the proclamation of the German Empire, following the Franco-Prussian war, rising nationalism in the 19th century had meant that unification had been on the cards long before that, with the Frankfurt assembly of 1848 being an important forerunner. By achieving a dominant position among the South German states, we can form the South German Confederation.;Il fallut attendre la proclamation de l'Empire allemand qui suivit la guerre franco-allemande pour assister à l'unification de l'Allemagne. Pourtant, avec la montée du nationalisme au XIXe siècle, l'unification aurait été possible bien avant cela, comme en témoigne l'assemblée de Francfort de 1848. Dans les années 1860, la Prusse et l'Autriche, qui se disputaient la position dominante au sein d'une grande Allemagne, formèrent chacune leur propre confédération d'États allemands : les États du sud de l'Allemagne et la Confédération de l'Allemagne du nord. En nous imposant dans les États du sud, nous formerons les États du sud de l'Allemagne.;Obwohl Deutschland bis zur Proklamation des Deutschen Kaiserreichs nach dem deutsch-französischen Krieg nicht geeint war, bedeutete der steigende Nationalismus des neunzehnten Jahrhunderts, dass eine Vereinigung schon seit langer Zeit geplant war. Ein wichtiges vorbereitendes Ereignis war die Frankfurter Nationalversammlung von 1848. Während der 1860er Jahre wetteiferten Preußen und Österreich, die beiden größten deutschsprachigen Mächte, hauptsächlich um die Vormachtstellung im Großdeutschen Reich. Jedes der beiden Länder gründete seine eigene Konföderation deutscher Staaten: Den Süddeutschen bzw. Norddeutschen Bund. Wenn wir uns eine dominierende Position unter den norddeutschen Staaten erarbeiten, können wir den Süddeutschen Bund gründen.;;Aunque Alemania no estuvo unida hasta la proclamación del Imperio Alemán tras la Guerra Franco-Prusiana, el creciente nacionalismo del siglo XIX supuso la unificación que se había estado barajando desde hacía largo tiempo, siendo el Parlamento de Fráncfort de 1848 un importante precursor. Al lograr una posición dominante en los estados del sur de Alemania, podemos formar la Confederación de Alemania del Sur.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_south_german_confederation2_desc;The conditions may be less than ideal, but in order to maintain national security and strive towards South German hegemony, we must approach our South German allies and create a confederation. Only with a united front, under a single flag, may we succeed!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
forming_thirteen_colonies_1_title;Create the Colony of America;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_1_desc;As we seizes our first larger colonies in the New World we realized that fully controlling these large populations from Europe is nearly impossible so we should choose an easier approach and select governors to rule our colonies with our leadership of course.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_2_title;Ceding Georgia to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_2_desc;As we colonized the province that we named Georgia we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_3_title;Ceding North Carolina to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_3_desc;As we colonized the northern part of the province that we named Carolina we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_4_title;Ceding West Virginia to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_4_desc;As we colonized the western part of Virginiawe should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_5_title;Ceding Maryland to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_5_desc;As we colonized the province that we named Maryland we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_6_title;Ceding Pennsylvania to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_6_desc;As we colonized the province that we named Pennsylvania we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_7_title;Ceding New Jersey to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_7_desc;As we colonized the province that we named New Jersey we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_8_title;Ceding New York to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_8_desc;As we colonized the province that we named New York we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_9_title;Ceding Massachusetts to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_9_desc;As we colonized the province that we named Massachusetts we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_10_title;Ceding New England to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_10_desc;As we colonized the province that we named New England we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_main_title;Forming the Thirteen Colonies;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_main_desc;As we colonized most of the free areas to the Eastern coast of the new land our original colonial government became overwhelmed with the control of this huge colony so we should try to implement some changes and redesign it, so it can fulfill its purpose in a way more effective way, also allowing it free expansion towards the west.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_transcaucasia_title;Unite Transcaucasia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_transcaucasia_desc;Small Caucasian nations were at old bloody war with each other, but when they found themselves caught between two empires - the Russian and Ottoman, the peoples of the Caucasus at an accelerated pace began to seek a compromise that would accept all. Now, when we control most of our mountains, one Transcaucasian state can materialize from a dream into reality.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_turkestan_title; Establish a unified Turkestan;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_turkestan_desc; Turkic peoples of Central Asia have long been separated, revealing a tasty morsel for the supergiants such as the Russian Empire and China, but now we have the hope of independence and prosperity - a single Turkestan state.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_union_latinoamericana_title; Latin American Union;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_union_latinoamericana_desc; Latin American nations have a common history of origin of the Iberian peoples, but because of the petty interests of corrupt politicians and the interference of third countries, they were separated for a long time. But today - a historic day and the Simon Bolivar's dream finally realized. As time passed separatism! Ur Union! Viva la union latinoamericana!;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_union_nation_title;Form $CULTURE_GROUP_UNION$;Formation de $CULTURE_GROUP_UNION$;$CULTURE_GROUP_UNION$ gründen;;Formar $CULTURE_GROUP_UNION$;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_union_nation_desc;Our dominant position among our cultural brethren puts us in a position to form $CULTURE_GROUP_UNION$.;Notre position dominante parmi nos frères culturels nous permet de former $CULTURE_GROUP_UNION$.;Unsere dominante Position unter unseren kulturellen Brüdern hat uns in die Position gebracht, $CULTURE_GROUP_UNION$ zu gründen.;;Nuestra posición dominante entre nuestros hermanos culturales nos coloca en posición de formar una nueva entidad: $CULTURE_GROUP_UNION$.;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_united_kingdom_title;Form the United Kingdom;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_united_kingdom_desc;Being in control of Great Britain we can now unite this island.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_yugoslavia_title;Form Yugoslavia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_yugoslavia_desc;The Slavic peoples of the Balkans must be united under a single banner: ours. It is the only way to keep us free of rule from European powers.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
restore_pbc_title; Peru-Bolivian Confederation;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restore_pbc_desc; After the collapse of Peru-Bolivian Confederation, during the XIX century, Peru and Bolivia were many internecine wars in order to restore it, but under his control. However, not one of them failed. But now, when ever an acute danger of being enslaved by other countries, Peruvians and Bolivians cast aside their feud and remember that they - the southern andtsy! Long live the new Peru-Bolivian Confederation!;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unite_moldavia_wallachia_title;Union of Moldavia and Wallachia!;;Union von Moldavien und Wallachai;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unite_moldavia_wallachia_desc;The nations of Moldavia and Wallachia have come together to form Romania!;;Die Nationen Moldavia und Wallachai sind zusammengekommen um Romania zu gründen!;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
